,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU290,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA
OTU291,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA
OTU292,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU293,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,NA
OTU294,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,NA
OTU295,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,NA
OTU296,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU297,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Genea,NA
OTU298,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA
OTU299,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU300,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU301,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA
OTU302,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU303,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU304,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,Leohumicola,NA
OTU305,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU306,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,NA,NA
OTU307,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA
OTU308,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,NA
OTU309,Fungi,Ascomycota,Dothideomycetes,Patellariales,NA,Hysteropatella,Hysteropatella prostii
OTU310,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
OTU311,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU312,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU313,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,NA
OTU314,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA
OTU315,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,NA,NA,NA
OTU316,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,Cadophora,NA
OTU317,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,NA,NA,NA
OTU318,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,NA
OTU319,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria olida
OTU320,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,Cladonia gracilis
OTU321,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU322,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU323,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU324,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,NA
OTU325,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU326,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia tsunedae
OTU327,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU328,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU329,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA
OTU330,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU331,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,NA
OTU332,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU333,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU334,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU335,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU336,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU337,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU338,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU339,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,NA,NA,NA
OTU340,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,NA
OTU341,Fungi,Ascomycota,Dothideomycetes,Patellariales,Patellariaceae,Banhegyia,NA
OTU342,Alveolata,Apicomplexa,Coccidia,Eucoccidiorida,NA,NA,NA
OTU343,Fungi,NA,NA,NA,NA,NA,NA
OTU344,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
OTU345,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora mustea
OTU346,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU348,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU349,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA
OTU350,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,NA,NA,NA
OTU351,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU352,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Arrhenia,NA
OTU353,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Tubaria,Tubaria furfuracea
OTU354,Fungi,Olpidiomycota,NA,NA,NA,NA,NA
OTU355,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,NA
OTU356,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,Stagonospora bicolor
OTU357,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA
OTU358,Fungi,NA,NA,NA,NA,NA,NA
OTU359,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,NA,NA
OTU360,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU361,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pustularia,NA
OTU362,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,NA,NA
OTU363,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU364,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU365,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU367,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU368,NA,NA,NA,NA,NA,NA,NA
OTU369,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU370,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma,Pezoloma ericae
OTU371,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU372,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Gnomoniopsis,Gnomoniopsis fructicola
OTU373,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU374,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,Cadophora,NA
OTU375,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU376,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU377,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU378,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU380,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU381,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU383,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU384,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU385,Fungi,Basidiomycota,Agaricomycetes,Corticiales,NA,NA,NA
OTU386,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU387,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,NA,NA,NA
OTU388,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,NA,NA
OTU389,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopora,NA
OTU390,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU391,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA
OTU392,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU393,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU394,Fungi,Ascomycota,Leotiomycetes,Phacidiales,Phacidiaceae,Phacidium,NA
OTU395,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU396,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU397,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma fimeti
OTU398,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Balsamia,NA
OTU399,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA
OTU400,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA
OTU401,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU402,Fungi,NA,NA,NA,NA,NA,NA
OTU403,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum marginatum
OTU404,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA
OTU405,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU406,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,NA
OTU407,Fungi,NA,NA,NA,NA,NA,NA
OTU408,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU409,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU410,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,NA,NA
OTU411,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Volutella,NA
OTU413,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,NA,NA,NA
OTU414,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA
OTU415,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU416,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA
OTU417,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU418,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU419,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Scytalidium circinatum
OTU420,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora verrucosa
OTU421,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA
OTU422,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia pamirica
OTU424,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU425,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA
OTU426,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU427,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,NA
OTU428,NA,NA,NA,NA,NA,NA,NA
OTU429,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU430,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU431,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,NA,NA
OTU432,Fungi,NA,NA,NA,NA,NA,NA
OTU433,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Scleroconidioma,NA
OTU434,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA
OTU435,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,NA,NA
OTU436,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striatibotrys,NA
OTU437,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,NA,NA,NA
OTU438,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,NA,NA,NA
OTU439,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Protomycetaceae,Protomyces,Protomyces inouyei
OTU441,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU442,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella alpina
OTU443,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU444,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora minutissima
OTU445,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,NA
OTU446,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU447,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,NA,NA,NA
OTU448,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina tormentillae
OTU449,NA,NA,NA,NA,NA,NA,NA
OTU450,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU451,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU453,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
OTU454,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
OTU455,Fungi,Ascomycota,Dothideomycetes,Venturiales,NA,NA,NA
OTU456,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,NA
OTU457,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU458,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Desmazierella,Desmazierella acicola
OTU459,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,NA
OTU460,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU461,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU462,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU463,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
OTU464,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU465,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopora,Geopora cooperi
OTU466,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Alatospora,Alatospora acuminata
OTU467,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU468,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU469,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA
OTU470,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU471,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU472,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,NA
OTU473,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,NA
OTU474,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU475,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU476,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU477,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,Dominikia iranica
OTU478,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
OTU480,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,NA
OTU481,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU482,Fungi,Ascomycota,Lecanoromycetes,Ostropales,NA,NA,NA
OTU483,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU485,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella stuposa
OTU486,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU487,Fungi,Ascomycota,Eurotiomycetes,NA,NA,NA,NA
OTU488,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,NA
OTU489,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon occidentalis
OTU490,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma victoriae
OTU492,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,NA
OTU493,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Sagenomella striatispora
OTU494,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU495,Fungi,NA,NA,NA,NA,NA,NA
OTU496,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,NA,NA,NA
OTU497,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA
OTU498,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU499,Fungi,Ascomycota,Eurotiomycetes,Coryneliales,NA,NA,NA
OTU500,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU501,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Herpotrichia,NA
OTU503,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU504,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,Cadophora,Cadophora fastigiata
OTU505,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,NA,NA
OTU506,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA
OTU507,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,NA
OTU508,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia peltigerae
OTU509,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA
OTU510,Fungi,Ascomycota,Dothideomycetes,Patellariales,Patellariaceae,Banhegyia,NA
OTU511,NA,NA,NA,NA,NA,NA,NA
OTU512,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,Cadophora,NA
OTU513,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU514,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU515,NA,NA,NA,NA,NA,NA,NA
OTU516,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,NA,NA
OTU517,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU518,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU519,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,Stagonospora bicolor
OTU520,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Pectenia,NA
OTU522,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,NA
OTU523,Fungi,Basidiomycota,Agaricomycetes,Geastrales,NA,NA,NA
OTU524,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Crocicreas,NA
OTU525,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA
OTU526,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU527,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU528,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU529,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU530,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,NA,NA
OTU531,Fungi,NA,NA,NA,NA,NA,NA
OTU532,Viridiplantae,Anthophyta,Eudicotyledonae,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia buhsei
OTU533,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Sagenomella griseoviridis
OTU534,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,NA
OTU535,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU536,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Hemimycena,Hemimycena ochrogaleata
OTU537,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU538,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU539,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU540,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala opportunistica
OTU541,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,NA
OTU542,Fungi,NA,NA,NA,NA,NA,NA
OTU543,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,NA
OTU545,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA
OTU546,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU547,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU548,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia macrospinosa
OTU549,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU550,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,NA,NA
OTU551,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU552,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,NA
OTU553,Fungi,NA,NA,NA,NA,NA,NA
OTU554,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Sagenomella humicola
OTU555,Fungi,Monoblepharomycota,Monoblepharidomycetes,NA,NA,NA,NA
OTU556,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU557,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,NA
OTU558,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU559,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Sphaerulina,Sphaerulina westendorpii
OTU560,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA
OTU562,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,NA
OTU563,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU564,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU565,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,NA
OTU566,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Extremaceae,NA,NA
OTU567,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA
OTU568,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,NA,NA
OTU569,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Helicodendron,Helicodendron luteoalbum
OTU570,Fungi,NA,NA,NA,NA,NA,NA
OTU571,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,NA
OTU572,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA
OTU573,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,NA,NA
OTU574,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,NA
OTU575,Fungi,Kickxellomycota,NA,NA,NA,NA,NA
OTU576,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU577,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,Dominikia difficilevidera
OTU578,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,NA,NA,NA
OTU579,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU580,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU581,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,NA
OTU582,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU583,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU584,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU585,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,Acremonium,NA
OTU586,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU587,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon occidentalis
OTU588,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU589,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,Monodictys,Monodictys arctica
OTU590,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU591,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU592,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA
OTU593,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Monocillium,Monocillium mucidum
OTU594,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU595,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU596,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA
OTU597,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU598,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodospora,NA
OTU599,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU600,Fungi,NA,NA,NA,NA,NA,NA
OTU601,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Verrucoconiothyrium,Verrucoconiothyrium nitidae
